,facility_name,facility_address,rating
16574,LIBRARY BAR,630 W 6TH ST STE 116A,
16585,BULAN THAI VEGETERIAN KITCHE,4114 SANTA MONICA BLVD,
16591,JUICE IT UP,1824 MARENGO ST,
16592,LITTLE FARMERS MARKET,619 S ATLANTIC BLVD,
16599,ROYAL DONUTS & CROISSANT,11138 PALMS BLVD,
16600,YOUNG'S MARKET,1114 N ST ANDREWS PL,
16602,TUTTI FRUTTI,3015 S FIGUEROA ST,
16619,PHILLY STEAK HOUSE,5800 W WEST BLVD,
16655,THE GRILL ON HOLLYWOOD,6801 HOLLYWOOD BLVD # D4-41,
16658,KFC,5130 RODEO RD,
16673,A MI JAPANESE RESTAURANT,1051 BROXTON AVE,
16682,TRU HOLLYWOOD SUPPERCLUB,1600 N ARGYLE AVE,
16694,MEDIA SERVICES CAFE,500 S SEPULVEDA BLVD 1FL,
16704,CROCKER CLUB,453 S SPRING ST,
16713,PICCA,9575 W PICO BLVD,
16724,BLU TUSK,2114 S SAWTELLE BLVD # 211,
16738,DELICIOUS TOGETHER,861 SANTEE ST,
16759,REVO CAFE,3134 GLENDALE BLVD,
16769,PENALOZA MEXICAN RESTAURANT,2000 E OLYMPIC BLVD,
16783,PUERTO ANGELITO MEXICAN FOOD,4626 AVALON BLVD,
16790,WESTERN POLLO ALA BRASA,764 S WESTERN AVE,
16795,STAR KARAOKE,601 S ARDMORE AVE STE #200,
16800,GARCIA MINI MARKET #2,4050 BROADWAY PL,
16817,CRAFT COFFEE AND GOOD FOOD MARKET,5636 HOLLYWOOD BLVD,
16818,CHINA CATERING,8250 W BEVERLY BLVD,
16829,BLD,7450 BEVERLY BLVD,
16831,GORDEN BIERSCH,100 WORLD WAY,
16835,PHO 87 VIETNAMESE RESTAURANT,1019 N BROADWAY,
16849,MJ CAFE,11307 MISSISSIPPI AVE,
16855,DELTA SKY CLUB,500 WORLD WAY,
16865,SO BAN,4001 W OLYMPIC BLVD,
16877,JAMBA JUICE #14,11911 SAN VICENTE BLVD STE 100,
16889,THAI CORNER FOOD EXPRESS,3655 S GRAND AVE STE C-4,
16899,MARENTINIS PIZZERIA,6503 SEPULVEDA BLVD,
16900,M CON LA,8459 BEVERLY BLVD,
16901,RUSSIA RESTAURANT,1714 N IVAR AVE STE B,
16905,OAXACALIFORNIA,3655 S GRAND AVE STE C-8,
16921,KIKKA OF RALPHS #709,11361 NATIONAL BLVD,
16925,THE GENTLEMEN'S CLUB,5175 W SAN FERNANDO RD,
16927,EL MANA 99 PLUS CENT STORE,4226 E CESAR E CHAVEZ AVE,
16934,THE COFFEE BEAN & TEA LEAF,7915 W SUNSET BLVD,
16940,ROSS PRESS FOR LESS #590,5433 HOLLYWOOD BLVD,
16941,DANIEL'S DISCOUNT MARKET,5247 W ADAMS BLVD,
16950,AUNTIE EM'S MARKET PLACE,4616 EAGLE ROCK BLVD,
16957,SUSHI STOP,2222 SAWTELLE BLVD,
16974,CARRY ON FRESH MARKET,700 WORLD WAY,
16988,A&M LIQUORS,11700 WASHINGTON PL,
16989,SUNNIN BAKERY,1779 WESTWOOD BLVD STE #A,
16990,PARKS 2 GO,955 S VERMONT AVE D,
17000,MH ITALIAN EXPRESS INC,10845 LINDBROOK DR,
17001,HOWARD'S BIG BURGER,11127 VENICE BLVD,
17004,LUZON FOOD MART,4502 EAGLE ROCK BLVD,
17024,CHINATOWN EXPRESS #7,2531 S SAN PEDRO ST # #A,
17026,BASKIN ROBBINS 31 FLAVORS 89,7150 MELROSE AVE,
17036,OUTPOST RESTAURANT,1624 N CAHUENGA BLVD,
17037,F  & R DISCOUNT (MARKET),3552 EAGLE ROCK BLVD,
17038,SUPER DONUTS,4162 S BROADWAY,
17039,YOGURTLAND,4733 W VENICE BLVD,
17040,DOLLAR ZONE,644 E EL SEGUNDO BLVD,
17046,TING GA TING GA,3109 W OLYMPC BLVD 2FL,
17056,BIRCH,1634 N CAHUENGA BLVD,
17057,7-ELEVEN STORE 18820C,11143 VENICE BLVD,
17059,FRED'S LIQOUR,6301 S BROADWAY,
17060,EZB MOBIL,1904 W WASHINGTON BLVD,
17080,TULLY'S COFFEE # 3400,855 N VERMONT AVE,
17097,HAPPY PANDA FAST FOOD,5161 POMONA BLVD STE 103,
17102,SUSHI Q.,6660 W SUNSET BLVD STE #M,
17116,JACK IN THE BOX #370,1135 N MISSION RD,
17142,XAI VERANDAH LOUNGE,7677 W SUNSET BLVD,
17148,THE WOODS,1533 N LA BREA AVE,
17149,PRESSED JUICERY LLC,13050 SAN VICENTE BLVD STE #120,
17150,EL RANCHO MARKET,3519 CRENSHAW BLVD,
17161,55 TOFUMONKEY,3250 W OLYMPIC BLVD # 1223,
17165,HOLLYWOOD MUNCHIES,6315 1/2 HOLLYWOOD BLVD,
17167,JIM'S CHEVRON,4005 EAGLE ROCK BLVD,
17169,ROMERO'S MEXICAN FOOD,516 S WESTERN AVE,
17174,RITE AID #05426,1815 S VERMONT AVE,
17191,IGUANA COFFEE BAR,6320 HOLLYWOOD BLVD,
17203,GARDEN LIQUOR,1479 WASHINGTON BLVD,
17204,LEMONADE,3607 TROUSDALE PKWY,
17207,SUPER HEALTH,3250 W OLYMPIC BLVD STE 108,
17237,LOS PINOS NUEVOS BAKERY,3614 E 1ST ST,
17241,USC TOWN & GOWN,665 W EXPOSITION BLVD,
17242,LITTLE CHINA EXPRESS,5150 HUNTINGTON DR S #102,
17244,THE CAVE,5922 N FIGUEROA ST,
17253,THE WHISPERER,1325 ECHO PARK AVE,
17258,BANG NA,637 N SPRING ST,
17272,OVAL ROOM,135 N GRAND AVE,
17281,FOOTSIES,2640 N FIGUEROA ST,
17294,USC POPOVICH HALL CAFE,611 EXPOSITION BLVD,
17311,FOUNDERS BAR (DC PAVILION),135 N GRAND AVE FL 2,
17314,ALI BABA,320 W 9TH ST,
17325,BILL'S LIQUOR,11700 CULVER BLVD,
17342,P&J LIQUOR,6480 SANTA MONICA BLVD,
17343,CIRCLE K MARKET,229 W 7TH ST,
17344,CAMPUS PHARMACY,100 UCLA MEDICAL PLZ # 150,
17345,EL PUEBLO DISCOUNT,5941 WHITTIER BLVD,
17351,STARBUCKS COFFEE #19848,6240 YORK BLVD,
17356,"VIM THAI RESTAURANT, INC.",946 N WESTERN AVE,
17360,EMMANUEL BAPTIST RESCUE MISS,530 E 5TH ST,
17361,YORK VALLEY MARKET,5941 YORK BLVD,
17362,MELROSE WINE & SPIRITS #2,6023 MELROSE AVE,
17369,LAS CHAMPAS,7915 S CENTRAL AVE,
17375,STARBUCKS (COFFEE BAR) LEVEL 1 - UCLA,10833 LE CONTE AVE,
17394,STARBUCKS COFFEE #16980,6290 W HOLLYWOOD BLVD,
17396,TANGO ROOM AND BAR,2028 W 7TH ST,
17402,SUBWAY SANDWICHES,712 S LOS ANGELES ST,
17404,SHABUYA,3986 WILSHIRE BLVD,
17418,"EDCO STATION, INC",5050 E OLYMPIC BLVD,
17419,CHILI BEANS CAFE,300 S SPRING ST,
17420,SLOW FISH,5406 WILSHIRE BLVD,
17423,NEW INDIA SWEET & SPICES,1245 FAIRFAX AVE # 47,
17425,ALDEWANIAH RESTAURAND AND MARKET,2528 GRAND AVE,
17428,DISCOUNT CLUB #6,5461 N FIGUEROA ST,
17431,DOLLAR TREE # 4584,5817 N FIGUEROA ST,
17433,CVS/PHARMACY,861 N VINE ST,
17434,S MART,4801 S MAIN ST,
17438,HALLE PENO'S DINER,2207 SAN FERNANDO RD,
17444,EL NUEVO RENO NIGHT CLUB,1439 W FLORENCE AVE,
17450,YOSHINOYA #1136,701 S ATLANTIC BLVD,
17461,THE PARK,1400 W SUNSET BLVD,
17466,TAQUERIA LOS FELIX,2300 VENICE BLVD,
17479,MI FLOR BLANCA,2306 1/2 S UNION AVE,
17480,JERSEY MIKE'S SUBS,801 S HOPE ST STE C,
17486,GALBI HOUSE,3869 WILSHIRE BLVD,
17487,BAZZAR PIZZA INC,100 1/2 W 7TH ST,
17496,LA PASTA PRIMAVERA,611 W 7TH ST,
17510,DADDY'S DONUTS,500 S ATLANTIC BLVD,
17511,TRIMANA,1875 CENTURY PARK E STE A,
17513,GLORIA'S CAKE & CANDY SUPPLY,12453 W WASHINGTON BLVD,
17515,HELO CHEVRON,2427 FLETCHER DR,
17519,99 CENTS ONLY STORE #3114,12741 W WASHINGTON BLVD,
17524,JR BAKERY &  PIZZA,2734 N EASTERN AVE,
17531,SOCKERBIT,7922 W 3RD ST,
17537,THE BLVD,4537 E WHITTIER BLVD,
17540,7-ELEVEN,1550 N GLENDALE BLVD,
17544,LENZINI'S PIZZA,3500 OVERLAND AVE STE #120,
17557,JOY BARGAIN,7768 S CENTRAL AVE,
17559,"BELLA PITA USC, INC.",3013 S FIGUEROA ST,
17574,ANTOJITOS TRINY,5326 S AVALON BLVD UNIT E,
17579,VIVIAN'S MARKET,1447 W 3RD ST,
17584,TINGA,142 S LA BREA AVE,
17593,MONARCH STORE,8801 S VERMONT AVE,
17594,THE BLACK FIG,960 E 3RD ST,
17606,HAUS,3826 W 6TH ST,
17607,MICHELLE'S DONUT HOUSE,3783 S WESTERN AVE,
17608,MOTHER'S NUTRITIONAL CENTER,4110 S FIGUEROA ST,
17616,SILVER LAKE LOUNGE,2906 W SUNSET BLVD,
17623,7-ELEVEN STORE 26747B,6660 W SUNSET BLVD,
17624,KAZUNORI,1110 GAYLEY AVE,
17625,99 CENTS ONLY STORE #059,3451 E WHITTIER BLVD,
17637,NORTHERN CAFE,1064 GAYLEY AVE,
17642,WOW BENTO & ROLL,710 S HILL ST,
17653,RITE AID #05434,1433 GLENDALE BLVD,
17657,LA CHINESE FAST FOOD,1929 S SAN PEDRO ST,
17672,FUNDAMENTAL LA,1303 WESTWOOD BLVD,
17673,KANG WON DO,4050 W WASHINGTON BLVD,
17681,SD COFFEE SHOP,1606 W 6TH ST,
17695,WESTERN MARKET,553 S WESTERN AVE,
17699,SERATAL,4000 W 3RD ST # 1,
17700,ILONGGO DELICACIES,4627 SANTA MONICA BLVD STE C,
17715,MANOR ON VINE,1718 VINE ST,
17716,TONY CHEVRON,2960 W BROADWAY,
17728,ELDORADO BAR,416 S SPRING ST,
17730,LA POTRANCA BAR,7401 S COMPTON AVE,
17731,HO WON DANG,833 S WESTERN AVE STE #24,
17736,SILVER LAKE JUICE BAR,2813 W SUNSET BLVD,
17741,CLUB MONTE CRISTO,659 S WESTMORELAND AVE FLR 2,
17744,CIRCLE K #2709440,2620 S FIGUEROA ST,
17745,MAJOR LIQUOR,2335 E 1ST ST,
17746,UMAMI BURGER,738 E 3RD ST,
17747,DRAGON HERBS,458 S ROBERTSON BLVD,
17749,THE COFFEE BEAN & TEA LEAF,3800 WILSHIRE BLVD # 102,
17757,SPORTS BAR,5865 COMPTON AVE,
17766,BORDER GRILL DOWNTOWN LA BAR,445 S FIGUEROA ST STE 100,
17770,BARISTA SOCIETY,633 W 5TH ST # 2FL,
17771,CAFE ZETA,2223 N BROADWAY,
17773,LA DESERT,2869 S ROBERTSON BLVD,
17775,A & J MEAT CATERING SERVICE,545 S EUCLID AVE,
17776,IL SEGRETO,2932 BEVERLY GLEN CIR,
17778,THE OFFICE,2412 N BROADWAY,
17786,MOO YOGURT,11753 SAN VICENTE BLVD,
17789,FLAME RESTAURANT,1442 WESTWOOD BLVD,
17790,FUGA,111 S SAN PEDRO ST,
17796,STARBUCKS COFFEE #5256,445 S FIGUEROA ST STE #205,
17803,SHAHERZAD,1422 WESTWOOD BLVD,
17804,SANDWICH THAN HUU,821 N SPRING ST STE 127,
17805,CHEGO,727 N BROADWAY #117,
17818,WINGSTOP,3825 S CRENSHAW BLVD STE #104,
17819,DISCOUNT CLUB #2,377 S ATLANTIC BLVD,
17836,THE ROOM,1626 N CAHUENGA BLVD,
17837,ACE HI LIQUOR,11508 S WILMINGTON AVE,
17838,TID LOM THAI RESTAURANT,4809 MELROSE AVE,
17839,GARY'S LIQUOR,5067 MELROSE AVE,
17851,KOKO N PIZZA,3377 WILSHIRE BLVD STE 110,
17853,MISS COFFEE,300 S HOBART BLVD STE #101,
17855,T & T MARKET,1462 W MARTIN LUTHER KING BLVD,
17857,CBS SEAFOOD RESTAURANT,700 N SPRING ST,
17858,OBSERVATION DECK US BANK BUILDING,633 W 5TH ST STE 70F,
17859,TOM N TOMS COFFEE,3785 WILSHIRE BLVD STE 26,
17875,JK MARKET,347 S WESTERN AVE,
17877,BAR MORUNO,317 S BROADWAY WAY # E-12,
17887,STARBUCKS COFFEE #12900,5757 WILSHIRE BLVD STE #106,
17888,LOS FELIZ OIL,3073 LOS FELIZ BLVD,
17889,EINSTEIN BROS. BAGELS #3614,10759 PICO BLVD,
17890,MI TROQUITA MINI MARKET,11839 S VERMONT AVE,
17891,LUCKY LIQUOR,2109 W MARTIN LUTHER KING BLVD,
17894,EAST WEST CAFE,404 S FIGUEROA ST STE #402,
17897,7 STAR COFFEE,421 W 7TH ST,
17908,FRIDAS TACOS,7217 MELROSE AVE,
17920,RITE AID #6383,600 W 7TH ST,
17925,SAWTELLE-76,11305 SANTA MONICA BLVD,
17926,MONTANA SMOKE SHOP,1905 S WESTERN AVE STE #10,
17931,WALGREENS #12460,617 W 7TH ST,
17942,SAMOSA HOUSE,3200 W SUNSET BLVD,
17951,MR PIZZA FACTORY,3881 WILSHIRE BLVD # B,
17958,PALM GROVE ETHIOPIAN RESTAURANT,1905 S WESTERN AVE STE 11,
17967,THE GOOD LUCK,1514 HILLHURST AVE,
17972,STAPLES THE OFFICE SUPER 128,5407 WILSHIRE BLVD,
17991,GARAM,600 N VERMONT AVE,
17992,BBQ CHICKEN,10970 LE CONTE AVE,
17998,ANKO BY SERVE O,400 S WESTERN AVE # 103,
18017,NUMERO UNO MARKET (MEAT)#108,4373 S VERMONT AVE,
18018,ANT LIQUOR,2701 W 8TH ST,
18022,HUDSON GROUP,300 WORLD WAY,
18024,DUTY FREE,300 WORLD WAY,
18026,STARBUCKS COFFEE #5911,3680 WILSHIRE BLVD STE 102,
18033,TOSSED,700 WILSHIRE BLVD B,
18034,Z & R OIL CORPORATION,3300 S LA CIENEGA BLVD,
18035,FROM 98,2613 N BROADWAY,
18036,COST PLUS WORLD MARKET,10860 SANTA MONICA BLVD,
18052,THE SLICE,13151 FOUNTAIN PARK DR STE C,
18055,SLICE TRUCK,1523 S BUNDY DR,
18056,PAMORE PIZZA,3340 S LA CIENEGA BLVD,
18057,99 C OUTLET,11315 S FIGUEROA ST # 107,
18059,SIXTERN KIM'S MART,3917 W 6TH ST,
18065,FRANCAISE BAKERY,3127 W OLYMPIC BLVD,
18069,CAFE GARDEN,681 S WESTERN AVE,
18072,EL AZTECA MARKET,4031 S MAIN ST,
18079,BASKIN ROBBINS #360054,1832 N WESTERN AVE,
18082,WEST WILSHIRE CAFE,11620 WILSHIRE BLVD # 15,
18083,BURGER KING 11299,700 W CESAR E CHAVEZ AVE,
18084,KENTUCKY FRIED CHICKEN,11900 WILSHIRE BLVD,
18091,SHIMS BARGAIN CENTER #7,735 S VERMONT AVE,
18093,HIDE SUSHI,2040 S SAWTELLE BLVD,
18094,TACOS LOS CARNALES,4370 S CENTRAL AVE,
18095,ROYAL #5,1728 W ADAMS BLVD,
18098,ANTOJITOS GUERRO RESTAURANT,5621 YORK BLVD,
18130,4 AMIGOS,12725 S VERMONT AVE,
18152,LA SERENATA,1842 E 1ST ST,
18164,JACOB'S UNION,8755 W 3RD ST,
18170,ST VINCENT COFFEE SHOP,650 S HILL ST K10,
18172,WESTCHESTER PDR YOUTH FOUND,8820 WILEY POST AVE,
18173,MCDONALD'S # 18367,943 S SANTEE ST,
18182,MACY'S,10730 W PICO BLVD,
18197,LA DAEKWANRYEONG,4017 W PICO BLVD,
18198,BAGELWORKS CAFE,12222 WILSHIRE BLVD STE #102,
18204,SABINA'S EUROPEAN RESTAURANT,1253 N VINE ST # 12,
18216,PRESS BROTHERS JUICERY,2551 BEVERLY BLVD,
18217,LA MASCOTA BAKERY,2715 WHITTIER BLVD,
18242,TRAVEL TRADERS #739,9750 AIRPORT BLVD,
18271,98~ STORE YOUR CONVENIENCE,4415 EAGLE ROCK BLVD,
18274,7-ELEVEN STORE #19985,4220 EAGLE ROCK BLVD,
18275,BILLS LIQUOR & JR MARKET,5330 W SUNSET BLVD,
18279,99 CENTS ONLY STORE #063,5270 SUNSET BLVD,
18282,TUTTI FRUTTI,4770 E CESAR E CHAVEZ AVE STE #B,
18286,BEVERLY SHELL,6101 W OLYMPIC BLVD,
18299,SHUNJI,12244 W PICO BLVD,
18301,SNACK SHOP,122 E 7TH ST,
18308,EAGLEROCK ITALIAN BAKERY-DEL,1726 COLORADO BLVD,
18313,BANDERA,11700 WILSHIRE BLVD,
18315,CELAYA BAKERY,2704 S VERMONT AVE,
18330,CHLA 24 HOUR GRAB & GO,4650 W SUNSET BLVD,
18331,LAX AM/PM,7370 LA TIJERA BLVD,
18332,BAR HAYAMA,11300 NEBRASKA AVE,
18334,ASAKUMA SUSHI DELIVERY,11769 SANTA MONICA BLVD,
18347,ADELI TA MINI MARKET,4150 S AVALON BLVD,
18348,TORITO MARKET,10804 JUNIPER ST,
18349,EVERYTABLE,1101 W 23RD ST,
18351,SUBWAY #1949,5545 W MANCHESTER AVE,
18354,99+ BARGAINS,2211 W WASHINGTON BLVD,
18359,COREA BBQ DSISHWASHER ROOM,3500 W 6TH ST # 221,
18366,POPEYES CHICKEN,3050 S LA BREA AVE,
18369,OKI DOGS,5056 W PICO BLVD,
18377,COFFEE TIME,851 1/2 S WESTERN AVE,
18384,CITY MART,5107 W VENICE BLVD,
18386,COOLEY'S BURGER SHACK,2726 W VERNON AVE,
18399,RAY & ROY'S MARKET,2800 E 4TH ST,
18401,DISCOUNT STORE,10215 S VERMONT AVE,
18403,4100 BAR,1087 MANZANITA ST,
18416,ELYSEE BAKERY & CAFE,1099 GAYLEY AVE,
18417,PETER FRIO&SON-CHEVRON,7360 LA TIJERA BLVD,
18433,THE FACULTY,707 N HELIOTROPE DR,
18435,ST ANDREWS LIQUOR,5566 HOLLYWOOD BLVD,
18436,RALPHS MARKET #294,2600 S VERMONT AVE,
18441,LEE MANGU NOODLES,3500 W 6TH ST # 225,
18442,RAMIREZ LIQUOR,2765 OLYMPIC BLVD,
18455,COLDEN MARKET,9601 S FIGUEROA ST,
18456,GARU'S LIQUOR MARKET,4879 W WASHINGTON BLVD,
18458,SNA GENERAL DISCOUNT & MARKET,9522 1/2 S FIGUEROA ST,
18463,KNUCKLE AND CLAW,3112 W SUNSET BLVD,
18469,SAYERS CLUB,1645 WILCOX AVE,
18473,INDIA SPICES & GROCERY,5994 W PICO BLVD,
18474,7-ELEVEN #18533B,1810 N CAHUENGA BLVD,
18475,7-ELEVEN #20580-D,5962 W PICO BLVD,
18476,P-G LIQUORS,4407 W JEFFERSON BLVD,
18477,98 ST OK MARKET,9727 S FIGUEROA ST,
18483,CAFFE PRIMO,6374 W SUNSET BLVD STE D,
18493,SILVERLAKE WINE,1948 E 7TH ST,
18510,TIKI TI,4427 W SUNSET BLVD,
18525,MEME'S LITTLE TASTE OF TEXAS,5372 WHITTIER BLVD,
18526,CITY EXPRESS,2049 CENTURY PARK E # DLC11,
18527,LA PIZZA LOCA #36,252 E MARTIN LUTHER KING JR BLVD,
18528,DOLLAR FAMILY,4201 MONTCLAIR ST,
18529,DOLLAR CITY,4800 E WHITTIER BLVD,
18530,PA2HG GRILL,11033 SANTA MONICA BLVD,
18542,EBAES,2314 S UNION AVE,
18544,PETE'S BURGER,2400 S HOOVER ST,
18545,BEV MO!,330 N LA CIENEGA BLVD,
18556,LA CIENEGA KABOB HOUSE,444 1/2 LA CIENEGA BLVD,
18557,HUNAN TASTY,6031 SAN VICENTE BLVD,
18559,ROAST,147 S BARRINGTON AVE,
18561,MARIA'S ITALIAN KITCHEN,10761 W PICO BLVD,
18566,RICKS IN & OUT,5750 WHITTIER BLVD,
18567,TONG SING RESTAURANT,305 N SOTO ST STE #C,
18569,AJJA MARKET,925 N WESTERN AVE,
18571,BIG FISH MARKET,6520 CRENSHAW BLVD,
18575,BERNSTEIN CORNER,1280 N WILTON PL,
18576,HARRY'S MARKET,4101 S SAN PEDRO ST,
18580,"JAY'S, MARKET",4000 W PICO BLVD,
18592,LA FIESTA SPORTS BAR,5309 E BEVERLY BLVD,
18594,EL PALMAR SALVADORENO,241 W ADAMS BLVD,
18595,KOALA TEA,10965 WEYBURN AVE,
18597,LA FLOR BAKERY,4101 S AVALON BLVD,
18603,SHINSEUNGKWAN 55 NOODLE,3250 W OLYMPIC BLVD STE 317,
18610,JASON'S ARCO & MINI MART,2211 S HOOVER ST,
18611,LILY'S MARKET,1814 E 4TH ST,
18627,WESTERN VALERO,1868 N WESTERN AVE,
18645,EL NAVEGANTE,5900 S CENTRAL AVE,
18660,INJERA COM MARKET,1046 S FAIRFAX AVE,
18669,ONO HAWAIIAN BBQ,7077 W SUNSET BLVD,
18686,MAPAYA,11301 W OLYMPIC BLVD STE 125,
18690,PLAYA VISTA 76,8300 LINCOLN BLVD,
18709,CITY SPA CAFE,5325 W PICO BLVD,
18713,SUCRE ICE CREAM & BAKE SHOP,1111 WILSHIRE BLVD # 105,
18725,CVS/PHARMACY #9325,11941 SAN VICENTE BLVD,
18728,CLOVER CAFE,3435 WILSHIRE BLVD #109,
18745,LOS BURRITOS RESTAURANT,3125 N SAN FERNANDO RD,
18776,LA CUCINA BY SBARRO,308 WESTWOOD PLZ,
18777,NORM'S RESTAURANT,11001 W PICO BLVD,
18782,OCEAN SEAFOOD,750 N HILL ST STE #A,
18793,PERFECT DONUTS,6363 S ALAMEDA ST,
18798,THAILAND PLAZA RESTAURANT,5321 HOLLYWOOD BLVD,
18819,FLORENCE VIVA,1526 E FLORENCE AVE,
18840,THE COFFEE BEAN & TEA LEAF,10897 W PICO BLVD,
18856,DRIVE-IN RANCHO MARKET,3521 E 4TH ST,
18873,YOGURTLAND,1132 N VERMONT AVE,
18890,LEEJO BBQ,3063 W 8TH ST,
18930,JACK IN THE BOX #385,1243 N HIGHLAND AVE,
18932,CIRCLE H. MARKETS & LIQUOR,2511 W SUNSET BLVD,
18933,7-ELEVEN #18090-E,6564 E OLYMPIC BLVD,
18943,TACO BELL #28711,12105 W PICO BLVD,
18954,KOGI NARA,3101 W 8TH ST,
18964,MI CASA DISCOUNT #1,4133 E CITY TERRACE DR,
18965,NONG LA,2055 SAWTELLE BLVD,
18967,CHINESE DELI,639 E EL SEGUNDO BLVD,
18978,WABASH MARKET,2844 W WABASH AVE,
18979,OLEEGO,639 N BROADWAY # G,
18986,GAJU SUSHI & UDON,450 S WESTERN AVE # 104,
18991,MAMMY'S NUTRITIONAL CENTER,271 S ATLANTIC BLVD # B,
18992,AFRICAN MAKOLA SUPERMARKET,2835 S CRENSHAW BLVD,
18999,CLUB LA CASCADA,5825 ALLSTON ST,
19000,DAILY DONUTS,100 E CENTURY BLVD # #A,
19008,THE COFFEE BEAN & TEA LEAF,450 S WESTERN AVE,
19010,MID CITY DELI AND GRILL,5504 W PICO BLVD,
19015,FICKLE TEA LOUNGE,3726 W 6TH ST,
19019,MAGNOLIA,6266 1/2 W SUNSET BLVD,
19020,CALIFORNIA STEAK AND FRIES,3745 S LA BREA AVE STE B,
19021,CJ'S CAFE BALDWIN HILLS,3655 S LA BREA AVE,
19022,O SUSHI,11082 SANTA MONICA BLVD,
19023,BLUE BOTTLE COFFEE,1712 W SUNSET BLVD,
19034,MCDONALD'S,3602 S LA BREA AVE,
19035,"WELL-BEING HOUSE, LLC",301 S WESTERN AVE STE 202,
19049,RAHEL VEGGIE CUISINE,1047 S FAIRFAX AVE,
19051,SUR LA TABLE,1000 WESTWOOD,
19054,TACO LOVE,7980 SUNSET BLVD,
19057,CHUNGSIL HONGSIL,338 S WESTERN AVE # D-E,
19069,TENDER GREENS,1109 GLENDON AVE,
19079,TRADER JOE'S #206,1600 N VINE ST,
19087,BORU'S MARKET,5957 S SAN PEDRO ST,
19100,AL GELATO,806 S ROBERTSON BLVD,
19102,PIZZA STUDIO,3584 S FIGUEROA ST # #5,
19112,CVS/PHARMACY #9781,5985 W PICO BLVD,
19114,JUICY FACTORY,6708 HOLLYWOOD BLVD,
19120,PING TUNG,7455 MELROSE AVE,
19122,NIETO'S STATION,11025 S FIGUEROA ST,
19123,THE COFFEE BEAN & TEA LEAF,11049 SANTA MONICA BLVD # 109,
19137,CAFE AVEC,3224 W OLYMPIC BLVD # 103,
19143,SUBWAY #1972,1165 WESTWOOD BLVD,
19144,MACY'S,4005 CRENSHAW BLVD,
19152,SILVER GLEN LIQUOR STORE,2474 GLENDALE BLVD,
19180,DRAGUNARA,6333 W 3RD ST STE #623,
19193,COST PLUS WORLD MARKET,6333 W 3RD ST E E-10,
19197,STARBUCKS COFFEE,100 WORLD WAY,
19203,TERRY'S MINI MARKET,11100 S FIGUEROA ST,
19219,OPERA HOUSE BAKERY,2740 W OLYMPIC BLVD,
19221,7-ELEVEN STORES #25887,11285 SANTA MONICA BLVD,
19222,CORAL TREE EXPRESS,10250 STA MON BLVD STE FC12,
19235,OKAY LIQUOR,5500 W PICO BLVD,
19236,EL BURRITO JR,1018 S LA BREA AVE,
19237,AJISEN RAMEN,10250 SANTA MONICA BLVD # # PC1,
19254,ADAMS BARGAIN,4350 W ADAMS BLVD,
19255,FIVE STAR GAS/AUTO SERVICE,5404 YORK BLVD,
19256,LEE'S MARKET,934 W 23RD ST,
19265,DOLLAR TREE # 4993,3148 W PICO BLVD,
19271,CASA CHOCOLATE CAFE PICFAIR,5450 W PICO BLVD # 105,
19273,LUPITA MARKET,1920 FIRESTONE BLVD,
19287,MCDONALD'S #1325,1231 S LA BREA AVE,
19302,ANDAMAN THAI,3446 WILSHIRE BLVD,
19314,TACO BELL #4554,11758 S WILMINGTON AVE,
19318,SUPER FARMS MARKET,1500 W PICO BLVD,
19319,ARMANDO'S BAKERY,2938 E WHITTIER BLVD,
19327,BOK DUK BONG BAKERY,476 N WESTERN AVE,
19366,STARBUCKS COFFEE #9506,4700 W PICO BLVD STE B,
19368,SUPERIOR GROCERS,3480 S LA BREA AVE,
19369,NEW ORLEANS SNO BALLS,4452 W SLAUSON AVE,
19376,HOLLYWOOD BAZAR,6701 HOLLYWOOD BLVD,
19380,IKABSA,1253 VINE ST # 1,
19394,RITE AID #6491,6726 W SUNSET BLVD,
19398,DELPHI GREEK,1383 WESTWOOD BLVD,
19408,REAL RAW LIVE,5913 W FRANKLIN AVE,
19409,HOLLYWOOD PIES,6116 1/2 PICO BLVD,
19419,LARRY'S DONUTS,5612 W MANCHESTER AVE,
19426,SMART & FINAL,3607 S VERMONT AVE,
19435,STARBUCKS COFFEE #659,131 S BARRINGTON AVE,
19436,LAACO EMPLOYEE CAFETERIA,431 W 7TH ST,
19437,WINGSTOP REST #3,6909 LA TIJERA BLVD,
19464,JAVA TWIST,3540 WILSHIRE BLVD STE #101E,
19475,G AND M OIL CO #88,2601 N FIGUEROA ST,
19486,PINKBERRY,3300 W 6TH ST # 4,
19491,TAM'S BURGERS #34,500 W MANCHESTER AVE,
19496,STARBUCKS/LA CAFE,5155 STATE UNIVERSITY DR,
19507,SUBWAY,11733 BARRINGTON CT,
19508,NUTRISHOP HOLLYWOOD,7073 W SUNSET BLVD,
19520,STARBUCKS COFFEE #9505,4177 W WASHINGTON BLVD,
19530,STARBUCKS,3880 N MISSION RD,
19534,EL NUEVO GUADLAJARA MEAT MARKET #2,3843 WHITTIER BLVD,
19540,MARMALADE,800 WORLD WAY # 8D,
19546,STARBUCKS COFFEE #5626,8783 W PICO BLVD,
19572,YUKINOHANA JAPANESE RESTAURANT,3100 W 8TH ST UNIT 103,
19575,JUBILEE LIQUOR,4212 W 3RD ST,
